PROD_NO,PR_BATCHNO,EXPIRY,T_RATE,PUR_RATE,MRP,RATE,STKKEY,CL_STK,PUR_AC,SGST,CGST,IGST,PUR_DATE,BILL_NO,PUR_VOUNO,PUR_VOUTYP,PUR_VSERIS
   6220,V400107,01/26,180.0,180.0,1677.0,200.0,341,0,C   2,6.0,6.0,0.0,2024-09-04,NCC/39523,135,PR1,2425
   5840,V029114,05/26,19.0,19.0,67.25,22.32,343,0,C  14,6.0,6.0,0.0,2024-09-04,C/C13061,137,PR1,2425
   6409,EPB6BU4009,05/26,10.0,10.0,56.5,16.0,344,0,C  14,6.0,6.0,12.0,2024-09-04,C/C13061,137,PR1,2425
   6410,CPN054001,01/26,20.0,20.0,55.55,22.0,345,0,C  14,2.5,2.5,5.0,2024-09-04,C/C13061,137,PR1,2425
   6411,CPN064002,03/26,24.0,24.0,113.73,28.0,346,0,C  14,2.5,2.5,5.0,2024-09-04,C/C13061,137,PR1,2425
   3941,SU1478306,05/25,21.2,21.2,35.27,24.0,347,0,C  14,6.0,6.0,12.0,2024-09-04,C/C13061,137,PR1,2425
   6412,KM238056,04/27,42.5,42.5,58.2,45.0,348,0,C  14,6.0,6.0,12.0,2024-09-04,C/C13061,137,PR1,2425
   6413,NP4067C,01/26,40.0,40.0,72.0,44.0,349,0,C  14,6.0,6.0,12.0,2024-09-04,C/C13061,137,PR1,2425
   6414,0324004,12/26,9.44,9.44,12.59,10.44,350,0,C  14,6.0,6.0,12.0,2024-09-04,C/C13061,137,PR1,2425
   6359,ZIJ0692,11/25,20.0,20.0,62.2,28.0,351,0,C   1,6.0,6.0,12.0,2024-09-04,CH/2489,138,PR1,2425
   2358,BO240103A,02/26,4300.0,4300.0,7999.0,4464.29,352,0,C   2,6.0,6.0,0.0,2024-09-04,NCC/39751,139,PR1,2425
   6415,VP24034,04/27,33.94,30.21,46.92,33.94,353,0,C  11,6.0,6.0,12.0,2024-09-05,AM/18292/24*25,140,PR1,2425
   6416,E2401499,04/27,115.18,103.66,161.25,115.18,354,0,C  11,6.0,6.0,12.0,2024-09-05,AM/18292/24*25,140,PR1,2425
   6417,E16CK24003,05/27,165.46,129.56,231.65,165.46,355,0,C  11,6.0,6.0,12.0,2024-09-05,AM/18292/24*25,140,PR1,2425
   6418,VX24056,05/27,87.15,77.56,117.13,87.15,356,0,C  11,6.0,6.0,12.0,2024-09-05,AM/18292/24*25,140,PR1,2425
   6419,24441753,10/26,121.43,109.29,170.0,121.43,357,0,C  11,6.0,6.0,12.0,2024-09-05,AM/18292/24*25,140,PR1,2425
   6420,24441446,03/26,165.0,148.5,231.0,165.0,358,0,C  11,6.0,6.0,12.0,2024-09-05,AM/18292/24*25,140,PR1,2425
   6421,13240271A,05/27,107.14,96.43,150.0,107.14,359,0,C  11,6.0,6.0,12.0,2024-09-05,AM/18292/24*25,140,PR1,2425
   1556,4T00070,02/26,19.04,14.24,26.65,19.04,360,0,C  11,6.0,6.0,0.0,2024-09-05,AM/18292/24*25,140,PR1,2425
   6422,AFB24187,12/25,264.35,229.98,370.08,264.35,361,0,C  11,6.0,6.0,12.0,2024-09-05,AM/18292/24*25,140,PR1,2425
   6423,2GT24307A,04/27,77.69,54.69,108.75,77.69,362,0,C  11,6.0,6.0,12.0,2024-09-05,AM/18292/24*25,140,PR1,2425
   6424,2GT23520B,10/26,36.78,26.97,51.5,36.78,363,0,C  11,6.0,6.0,12.0,2024-09-05,AM/18292/24*25,140,PR1,2425
   6425,014E059,04/26,144.29,144.29,202.0,144.29,364,0,C  13,6.0,6.0,12.0,2024-09-05,C/C 59007,141,PR1,2425
   6426,4CH382,12/26,41.83,41.83,55.77,41.83,365,0,C  13,6.0,6.0,12.0,2024-09-05,C/C 59007,141,PR1,2425
   6427,4CH389A,12/26,139.44,139.44,185.92,139.44,366,0,C  13,6.0,6.0,12.0,2024-09-05,C/C 59007,141,PR1,2425
   6428,CRM083003B,05/25,55.87,55.87,78.22,55.87,367,0,C  13,6.0,6.0,12.0,2024-09-05,C/C 59007,141,PR1,2425
   6429,24070322,04/26,107.14,97.4,150.0,107.14,368,0,C  13,6.0,6.0,12.0,2024-09-05,C/C 59007,141,PR1,2425
   6430,CE026,08/25,117.99,117.99,165.19,117.99,369,0,C  13,6.0,6.0,12.0,2024-09-05,C/C 59007,141,PR1,2425
   6431,EMV232121,11/26,22.5,22.5,31.5,22.5,370,0,C   8,6.0,6.0,12.0,2024-09-05,2425CCB6808,142,PR1,2425
   6432,FGA24009,04/27,9.81,9.81,13.74,9.81,371,0,C   8,6.0,6.0,12.0,2024-09-05,2425CCB6808,142,PR1,2425
   6433,24441070,09/25,49.2,41.0,68.88,49.2,372,0,C   8,6.0,6.0,12.0,2024-09-05,2425CCB6808,142,PR1,2425
   6434,24440212,06/25,156.07,156.07,218.5,156.07,373,0,C   8,6.0,6.0,12.0,2024-09-05,2425CCB6808,142,PR1,2425
   6435,24441711,10/25,146.38,146.38,204.93,146.38,374,0,C   8,6.0,6.0,12.0,2024-09-05,2425CCB6808,142,PR1,2425
   6436,2420115E,03/27,173.62,173.62,243.07,173.62,375,0,C   8,6.0,6.0,12.0,2024-09-05,2425CCB6808,142,PR1,2425
   6437,DE4C007,05/25,97.86,88.96,137.0,97.86,376,0,C   4,6.0,6.0,12.0,2024-09-04,C/C3300,143,PR1,2425
   6438,DGH24015,03/26,120.26,108.23,168.36,120.26,377,0,C   4,6.0,6.0,12.0,2024-09-04,C/C3300,143,PR1,2425
   6439,L831358,11/26,5.55,5.55,7.77,5.55,378,0,C   4,6.0,6.0,12.0,2024-09-04,C/C3300,143,PR1,2425
   6440,DX2463,02/26,75.0,60.0,105.0,75.0,379,0,C   7,6.0,6.0,12.0,2024-09-05,155863,144,PR1,2425
   6441,BM224013,03/28,14.11,14.11,18.33,14.11,380,0,C   7,6.0,6.0,12.0,2024-09-05,155863,144,PR1,2425
   6442,BM824134,05/28,26.2,26.2,34.04,26.2,381,0,C   7,6.0,6.0,12.0,2024-09-05,155863,144,PR1,2425
   6443,T400470,02/27,45.96,40.85,64.35,45.96,382,0,C   7,6.0,6.0,12.0,2024-09-05,155863,144,PR1,2425
   6392,DPTC23N09,11/25,41.64,34.7,58.3,41.64,383,0,C   7,6.0,6.0,12.0,2024-09-05,155863,144,PR1,2425
   6391,DPK24B01,01/26,64.7,53.92,90.58,64.7,384,0,C   7,6.0,6.0,12.0,2024-09-05,155863,144,PR1,2425
   6444,CB100,05/25,102.63,102.63,143.69,102.63,385,0,C   7,6.0,6.0,12.0,2024-09-05,155852,145,PR1,2425
   6445,CB080,07/25,61.46,61.46,86.05,61.46,386,0,C   7,6.0,6.0,12.0,2024-09-05,155852,145,PR1,2425
   6446,N24CP007,09/25,69.29,63.52,97.0,69.29,387,0,C   7,6.0,6.0,12.0,2024-09-05,155852,145,PR1,2425
   6447,SZA0027,03/25,149.29,149.29,209.0,149.29,388,0,C   7,6.0,6.0,12.0,2024-09-05,155852,145,PR1,2425
   6448,FM9109,05/26,4.78,4.78,6.7,5.0,389,0,C   1,6.0,6.0,0.0,2024-09-06,CH/2542,146,PR1,2425
   6357,L483004,04/25,21.5,21.5,113.74,27.0,390,0,C   1,2.5,2.5,5.0,2024-09-06,CH/2542,146,PR1,2425
   3986,KP1568095,03/26,7.0,7.0,26.38,8.56,392,0,C   1,6.0,6.0,0.0,2024-09-06,CH/2542,146,PR1,2425
   6272,PET2345,10/25,13.5,13.5,43.92,22.0,393,0,C   1,6.0,6.0,0.0,2024-09-06,CH/2542,146,PR1,2425
   3950,V30815,01/26,35.5,35.5,66.25,36.5,394,0,C   1,6.0,6.0,0.0,2024-09-06,CH/2544,147,PR1,2425
   6344,PO240034A,12/25,3580.0,3580.0,7592.2,4200.0,395,0,C   6,6.0,6.0,12.0,2024-09-06,PCM/7118,148,PR1,2425
    313,ABK0047,01/26,30.0,30.0,688.0,80.0,396,0,C   2,6.0,6.0,0.0,2024-09-06,NCC/40188,149,PR1,2425
   6409,EPB6BU4007,05/26,10.0,10.0,56.5,16.0,400,0,C  14,6.0,6.0,12.0,2024-09-06,C/C 13403,153,PR1,2425
   6334,091527,01/26,10.1,9.8,19.94,10.5,401,0,C   1,6.0,6.0,0.0,2024-09-06,CH/2557,154,PR1,2425
   6451,110,04/26,34.1,34.1,75.0,39.0,402,0,C   1,6.0,6.0,12.0,2024-09-06,CH/2557,154,PR1,2425
   6452,663173D7,05/26,147.6,147.6,193.72,147.8,403,0,C   4,2.5,2.5,5.0,2024-09-06,C/C 3347,155,PR1,2425
   6453,GE254042,04/27,4.15,4.15,5.98,4.2,404,0,C  14,6.0,6.0,12.0,2024-09-06,C/C 13448,156,PR1,2425
   6454,AHK0034,01/27,10.1,10.1,14.74,11.1,405,0,C  14,6.0,6.0,12.0,2024-09-06,C/C 13448,156,PR1,2425
   6318,PIGAM179,03/26,20.53,20.53,28.74,23.0,406,0,C  14,6.0,6.0,0.0,2024-09-06,C/C 13448,156,PR1,2425
   3904,SM107207,12/26,67.5,65.48,98.5,67.5,407,0,C   1,6.0,6.0,0.0,2024-09-06,CH/2564,157,PR1,2425
   3904,SM107204,12/26,67.5,65.48,98.5,67.5,408,0,C   1,6.0,6.0,0.0,2024-09-06,CH/2564,157,PR1,2425
   6455,39223,06/25,12.5,12.13,16.7,12.5,409,0,C   1,6.0,6.0,12.0,2024-09-06,CH/2564,157,PR1,2425
   1740,N240217A,06/27,780.0,780.0,3321.25,820.0,411,0,C   2,6.0,6.0,0.0,2024-09-08,NCC/40714,158,PR1,2425
   4497,FGS1A24003,02/27,170.0,170.0,1299.1,178.0,412,0,C   2,6.0,6.0,0.0,2024-09-08,NCC/40714,158,PR1,2425
   1556,4T00070,02/26,19.04,16.18,26.65,19.04,413,0,C   4,6.0,6.0,0.0,2024-09-10,C/C 3385,159,PR1,2425
   1570,4SN0678,03/26,17.81,16.47,24.94,18.0,414,0,C   4,6.0,6.0,0.0,2024-09-10,C/C 3385,159,PR1,2425
   6456,AQK0051,04/26,22.0,22.0,47.01,29.0,415,0,C   6,6.0,6.0,12.0,2024-09-10,PCM/7257,160,PR1,2425
   6457,DD40210,03/26,33.0,33.0,448.0,80.0,416,0,C   6,6.0,6.0,12.0,2024-09-10,PCM/7257,160,PR1,2425
   6458,D1012379A,07/25,11.0,11.0,56.5,30.0,417,0,C   6,6.0,6.0,12.0,2024-09-10,PCM/7257,160,PR1,2425
   6459,PT24MT0033A,05/26,10.5,10.5,23.52,15.0,418,0,C   1,6.0,6.0,12.0,2024-09-10,CH/2602,161,PR1,2425
   6259,PT24NS0219A,07/26,10.5,10.5,22.03,12.0,419,0,C   1,6.0,6.0,0.0,2024-09-10,CH/2602,161,PR1,2425
   6448,FM9109,05/26,4.78,4.78,6.7,5.0,420,0,C   1,6.0,6.0,0.0,2024-09-10,CH/2602,161,PR1,2425
   2854,S2400092,04/26,1400.0,1400.0,3527.0,1490.0,421,0,C  17,2.5,2.5,0.0,2024-09-10,CR/1911,162,PR1,2425
   6460,V307235,03/27,245.0,237.65,345.0,245.0,422,0,C  13,6.0,6.0,12.0,2024-09-10,CH/2615,163,PR1,2425
   6359,ZIJ0692,11/25,20.0,20.0,62.2,28.0,423,0,C   1,6.0,6.0,12.0,2024-09-10,CH/2618,164,PR1,2425
   6357,L483004,04/25,21.5,21.5,113.74,27.0,424,0,C   1,2.5,2.5,5.0,2024-09-10,CH/2618,164,PR1,2425
   6461,A23AM365,10/25,4.0,4.0,7.23,5.0,425,0,C  17,6.0,6.0,12.0,2024-09-10,CR/1911,162,PR1,2425
    313,ABK0198,06/26,30.0,30.0,688.0,55.0,426,0,C   2,6.0,6.0,0.0,2024-09-11,NCC/41216,165,PR1,2425
   5203,HAF0495A,03/26,3600.0,3600.0,7117.0,3800.0,427,0,C   2,6.0,6.0,0.0,2024-09-11,NCC/41216,165,PR1,2425
    313,ABK0047,01/26,30.0,30.0,688.0,55.0,428,0,C   2,6.0,6.0,0.0,2024-09-11,NCC/41216,165,PR1,2425
   6462,B23D076N,03/27,20.5,20.5,39.04,23.5,429,0,C   3,6.0,6.0,12.0,2024-09-11,CC/763,166,PR1,2425
   6463,B23E021N,04/27,24.5,24.5,63.27,27.5,430,0,C   3,6.0,6.0,12.0,2024-09-11,CC/763,166,PR1,2425
   2383,05240518,02/26,210.0,210.0,1200.0,225.0,447,0,C   6,6.0,6.0,0.0,2024-09-18,PCM/7576,171,PR1,2425
   6479,I24PS02A1,01/26,50.0,50.0,197.0,50.0,448,0,C   6,6.0,6.0,0.0,2024-09-18,PCM/7576,171,PR1,2425
   2701,AT23479A,08/26,170.0,170.0,1262.0,180.0,449,0,C   6,6.0,6.0,0.0,2024-09-18,PCM/7579,172,PR1,2425
   1770,G230083,08/25,330.0,330.0,699.0,345.0,450,0,C   6,6.0,6.0,0.0,2024-09-18,PCM/7579,172,PR1,2425
   2037,87240034BB,12/25,780.0,780.0,5842.0,857.14,451,0,C   6,2.5,2.5,0.0,2024-09-18,PCM/7579,172,PR1,2425
   1770,G230083,08/25,330.0,330.0,699.0,345.0,452,0,C   5,6.0,6.0,0.0,2024-09-18,CC/35853,173,PR1,2425
   2358,BO240103A,02/26,4300.0,4300.0,7999.0,4464.29,453,0,C   2,6.0,6.0,0.0,2024-09-18,NCC/41694,174,PR1,2425
   1929,M10122403C,12/25,3300.0,3300.0,10848.0,3800.0,454,0,C   2,6.0,6.0,0.0,2024-09-18,NCC/41694,174,PR1,2425
   6481,AS9107,03/26,2.6,2.6,5.1,3.5,456,0,C   1,6.0,6.0,12.0,2024-09-18,CH/2665,176,PR1,2425
   6482,D0512306A,05/25,65.0,65.0,254.0,97.0,457,0,C  17,6.0,6.0,12.0,2024-09-18,CR/1969,177,PR1,2425
   6482,D0512306A,05/25,65.0,65.0,254.0,97.0,458,0,C  17,6.0,6.0,12.0,2024-09-18,CR/2021,178,PR1,2425
   6485,82TA111608,12/26,23.65,23.65,42.77,26.0,461,0,C  23,6.0,6.0,12.0,2024-09-18,CCB03478,180,PR1,2425
   6486,82SM404113,11/26,12.1,12.1,22.02,15.0,462,0,C  23,6.0,6.0,12.0,2024-09-18,CCB03478,180,PR1,2425
   6487,G23L020871,11/28,48.4,48.4,280.0,58.0,463,0,C  23,6.0,6.0,12.0,2024-09-18,CCB03478,180,PR1,2425
   6488,SLOT3002,03/25,177.14,177.14,248.0,195.0,464,0,C  21,6.0,6.0,12.0,2024-09-18,CCB8291,181,PR1,2425
   6489,T-2404144,09/25,210.72,210.72,295.0,255.0,465,0,C  21,6.0,6.0,12.0,2024-09-18,CCB8291,181,PR1,2425
   2582,AB240011A,12/25,950.0,950.0,3527.0,1080.0,467,0,C   2,2.5,2.5,0.0,2024-09-18,NCC/43142,183,PR1,2425
   2810,24020099,12/26,3480.0,3480.0,13516.0,4400.0,468,0,C   5,2.5,2.5,0.0,2024-09-18,CC/34221,184,PR1,2425
   6490,88E24002A,03/26,465.8,465.8,710.98,490.0,469,0,C  24,2.5,2.5,5.0,2024-09-21,CR/16260,185,PR1,2425
   6491,JBJM2348,11/25,5.04,5.04,29.7,12.0,470,0,C   1,6.0,6.0,12.0,2024-09-23,CH/2856,186,PR1,2425
    313,ABK0047,01/26,30.0,30.0,688.0,45.0,473,0,C   2,6.0,6.0,0.0,2024-09-23,NCC/44548,187,PR1,2425
   6492,4L60134,05/27,5.8,5.8,13.35,8.0,475,0,C   1,6.0,6.0,12.0,2024-09-23,CH/2865,189,PR1,2425
   2671,HH2306255,05/25,890.0,890.0,1943.0,982.14,477,0,C  17,6.0,6.0,0.0,2024-09-24,CR/2103,191,PR1,2425
   6358,0113N131B,06/26,405.0,405.0,660.0,443.0,478,0,C   6,2.5,2.5,5.0,2024-09-24,PCM/7827,192,PR1,2425
   6358,0133N132B,06/26,405.0,405.0,660.0,443.0,479,0,C   6,2.5,2.5,5.0,2024-09-24,PCM/7827,192,PR1,2425
   3635,4RE05054A,04/26,550.0,550.0,2800.0,567.59,480,0,C  18,6.0,6.0,0.0,2024-09-25,CCB14767,193,PR1,2425
   3635,4RE05054A,04/26,550.0,550.0,2800.0,567.59,481,0,C  18,6.0,6.0,0.0,2024-09-25,CCB14818,194,PR1,2425
    313,ABK0145,05/26,30.0,30.0,688.31,45.0,482,0,C   2,6.0,6.0,0.0,2024-09-25,NCC/45363,195,PR1,2425
    313,ABJ0268,01/26,30.0,30.0,688.0,45.0,483,0,C   2,6.0,6.0,0.0,2024-09-25,NCC/45363,195,PR1,2425
   3732,1903699,12/26,300.0,300.0,855.0,325.0,485,0,C   2,6.0,6.0,0.0,2024-09-25,NCC/45363,195,PR1,2425
   6493,DOO42321Q,10/25,285.0,285.0,3850.0,560.0,486,0,C  17,6.0,6.0,12.0,2024-09-25,CR/2040,196,PR1,2425
    613,LB0787170,11/25,5200.0,5200.0,7667.0,5702.52,487,0,C   6,2.5,2.5,0.0,2024-09-26,SSP/221,197,PR1,2425
   6494,0424027,02/27,4.5,4.5,6.16,5.0,488,0,C  14,6.0,6.0,12.0,2024-09-27,C/C 15174,198,PR1,2425
   4092,BBZL2404ZA,02/26,890.0,890.0,3236.0,1030.0,489,0,C   6,6.0,6.0,0.0,2024-09-27,PCM/7971,199,PR1,2425
   3611,NN1498C,11/24,300.0,300.0,2547.5,480.0,490,0,C   6,6.0,6.0,0.0,2024-09-27,PCM/7973,200,PR1,2425
   6495,82TH575303,07/26,333.33,333.33,699.0,395.0,491,0,C   6,2.5,2.5,5.0,2024-09-27,PCM/7963,201,PR1,2425
   6497,1330031,10/25,59.0,59.0,79.3,60.0,492,0,C   6,6.0,6.0,12.0,2024-09-28,PCM/8019,202,PR1,2425
   6498,1331166,07/25,282.14,282.14,396.4,295.0,493,0,C   6,6.0,6.0,12.0,2024-09-28,PCM/8019,202,PR1,2425
   6499,NN1494C,11/24,280.0,280.0,997.3,318.0,494,0,C   6,6.0,6.0,12.0,2024-09-28,PCM/8019,202,PR1,2425
   5156,PCID24CA02A,03/26,230.0,230.0,1085.0,330.0,495,0,C   2,6.0,6.0,0.0,2024-09-28,NCC/46172,203,PR1,2425
   5156,PCID24CA02A,00/00,230.0,230.0,1085.0,235.0,496,0,C   2,6.0,6.0,0.0,2024-09-28,NCC/46172,203,PR1,2425
    643,DBPBD23002,01/25,850.0,850.0,9000.0,850.0,497,0,C   2,6.0,6.0,0.0,2024-09-28,NCC/46172,203,PR1,2425
   6339,120805,08/25,156.25,151.56,1015.0,157.25,499,0,C   1,2.5,2.5,0.0,2024-09-28,CH/2957,204,PR1,2425
   5155,PCID24CB04-A,03/26,500.0,500.0,3787.0,650.0,501,0,C   2,6.0,6.0,0.0,2024-09-28,NCC/46506,205,PR1,2425
   2707,GMLK23B22H,10/25,700.0,700.0,6263.25,700.0,503,0,C   2,6.0,6.0,12.0,2024-09-28,NCC/46506,205,PR1,2425
   1503,PO240220B,03/27,8500.0,8500.0,21450.0,9700.0,506,0,C   2,6.0,6.0,0.0,2024-09-28,NCC/46506,205,PR1,2425
   6500,L-2405031,04/26,38.0,38.0,321.46,39.5,507,0,C   6,6.0,6.0,12.0,2024-09-29,PCM/7615,206,PR1,2425
   6501,CPC23002,06/25,80.0,80.0,472.0,90.0,508,0,C   6,6.0,6.0,12.0,2024-09-29,PCM/7615,206,PR1,2425
   6500,L-2405031,04/26,38.0,38.0,321.46,39.5,509,0,C   6,6.0,6.0,12.0,2024-09-29,PCM/7859,207,PR1,2425
   6344,PO240034A,12/25,3580.0,3580.0,7592.2,4200.0,510,0,C   6,6.0,6.0,12.0,2024-09-29,PCM/7987,208,PR1,2425
     63,EBC100124,01/26,1250.0,1250.0,3527.0,1265.0,512,0,C   2,2.5,2.5,0.0,2024-09-29,NCC/42271,210,PR1,2425
   2384,21230009,07/25,630.0,630.0,2277.0,758.93,513,0,C   6,6.0,6.0,0.0,2024-09-29,CSP/1336,211,PR1,2425
   6479,I24PS02A1,01/26,50.0,50.0,197.0,65.0,516,0,C   6,6.0,6.0,0.0,2024-09-29,CSP/1336,211,PR1,2425
   1969,062376V40,08/25,270.0,270.0,1163.0,305.0,519,0,C   6,6.0,6.0,0.0,2024-09-29,PCM/7804,213,PR1,2425
   6504,AA,11/28,200.0,200.0,1257.0,350.0,522,0,C   1,6.0,6.0,0.0,2024-09-29,DELE002,214,PR1,2425
    457,M11032402A,02/26,3480.0,3480.0,6580.0,4400.0,523,0,C   6,6.0,6.0,0.0,2024-09-30,PCM/8055,215,PR1,2425
   6337,G401006,03/28,291.25,291.25,407.75,292.0,524,0,C   9,6.0,6.0,0.0,2024-09-30,CC/4510,216,PR1,2425
   3463,7IGA401624,06/27,6600.0,6600.0,18004.0,8600.0,526,0,C   2,2.5,2.5,0.0,2024-10-02,NCC/47340,217,PR1,2425
   1881,EM230288B,11/26,487.14,487.14,682.0,500.0,527,0,C   6,6.0,6.0,0.0,2024-10-02,PCM/8196,218,PR1,2425
   6505,AS24105,10/25,17.86,17.86,25.0,18.0,528,0,C   6,6.0,6.0,12.0,2024-10-02,PCM/8196,218,PR1,2425
   6506,A24302VP,12/25,9.5,9.5,12.65,10.0,529,0,C   6,6.0,6.0,12.0,2024-10-02,PCM/8196,218,PR1,2425
   1965,042309V15,09/25,200.0,200.0,615.49,215.0,530,0,C   6,6.0,6.0,0.0,2024-10-02,PCM/8196,218,PR1,2425
   1969,0623106V55,08/25,320.0,320.0,1163.0,325.0,531,0,C   6,6.0,6.0,0.0,2024-10-02,PCM/8196,218,PR1,2425
   6220,V40082,01/26,198.0,198.0,1677.0,206.5,532,0,C   6,6.0,6.0,0.0,2024-10-02,PCM/8196,218,PR1,2425
   2989,11030090,05/26,330.0,330.0,2205.4,370.0,533,0,C   2,6.0,6.0,12.0,2024-10-02,DELE002,219,PR1,2425
   6501,CPC23002,06/25,80.0,80.0,472.0,90.0,534,0,C   6,6.0,6.0,12.0,2024-10-02,PENDING,220,PR1,2425
   2706,GD23311A,02/25,407.14,329.1,570.0,407.14,535,0,,6.0,6.0,0.0,2024-10-09,PCM/8463,221,PR1,2425
   6508,N400132,12/27,7.07,7.07,9.9,8.0,538,0,,6.0,6.0,12.0,2024-10-10,CC/936,222,PR1,2425
   6509,23L3SR09,11/26,12.0,12.0,185.0,15.0,539,0,,6.0,6.0,12.0,2024-10-10,CC/936,222,PR1,2425
    561,BPH242188,01/27,49.9,24.95,69.87,49.9,542,0,,6.0,6.0,0.0,2024-10-10,18994,224,PR1,2425
   6510,PPC002,03/26,34.0,34.0,70.0,38.0,543,0,,6.0,6.0,12.0,2024-10-10,CA/31825,225,PR1,2425
   4596,G23K020860,10/28,172.8,172.8,1270.0,172.8,545,0,,6.0,6.0,12.0,2024-10-10,CC/39397,226,PR1,2425
   6513,L24H08015,07/26,18.99,18.99,39.04,20.0,547,0,,6.0,6.0,12.0,2024-10-10,CR/2315,227,PR1,2425
   2854,S2400092,04/26,1400.0,1400.0,3527.0,1570.0,548,0,,2.5,2.5,0.0,2024-10-11,CR/2329,228,PR1,2425
   1770,G230083,08/25,275.0,275.0,699.0,330.0,549,0,,6.0,6.0,0.0,2024-10-14,CCB16160,229,PR1,2425
   2071,87240287AB,06/26,630.0,630.0,1168.0,720.0,550,0,,6.0,6.0,0.0,2024-10-15,NCC/46516,230,PR1,2425
   6220,V40082,01/26,198.0,198.0,1677.0,206.5,551,0,,6.0,6.0,0.0,2024-10-16,PCM/8713,231,PR1,2425
    924,B10924015,03/26,238.0,238.0,438.33,270.0,552,0,,2.5,2.5,0.0,2024-10-16,PCM/8274,232,PR1,2425
   6344,PO240034A,12/25,3580.0,3580.0,7592.2,4200.0,553,0,,6.0,6.0,12.0,2024-10-16,PCM/8548,233,PR1,2425
   6501,CPC23002,06/25,80.0,80.0,472.0,90.0,555,0,,6.0,6.0,12.0,2024-10-16,PCM/8154,234,PR1,2425
   1503,PO240220B,03/27,8500.0,8500.0,21450.0,10267.0,556,0,,6.0,6.0,0.0,2024-10-16,NCC/48543,235,PR1,2425
   2991,11020248,05/26,125.0,125.0,1936.0,145.0,562,0,,6.0,6.0,0.0,2024-10-16,NCC/50739,241,PR1,2425
   1740,N240217A,06/27,780.0,780.0,3321.25,810.0,563,0,,6.0,6.0,0.0,2024-10-16,NCC/50739,241,PR1,2425
   6344,PO240034A,12/25,3480.0,3480.0,7592.2,4200.0,564,0,,6.0,6.0,12.0,2024-10-21,PCM/8940,242,PR1,2425
   1281,D-24H-20A,07/28,10.0,10.0,56.5,10.0,566,0,,6.0,6.0,0.0,2024-10-21,CH/3307,243,PR1,2425
   6491,JBJM2348,11/25,5.04,5.04,29.7,8.0,567,0,,6.0,6.0,12.0,2024-10-21,CH/3307,243,PR1,2425
   6154,B400229,03/27,1116.07,1116.07,5240.0,1116.07,569,0,,6.0,6.0,0.0,2024-10-21,NCC/52580,244,PR1,2425
   2383,05240518,02/26,185.0,185.0,1200.0,365.0,570,0,,6.0,6.0,0.0,2024-10-21,NCC/52635,245,PR1,2425
    316,AQJ0025,03/25,50.0,50.0,157.51,75.0,571,0,,6.0,6.0,0.0,2024-10-21,NCC/52635,245,PR1,2425
   6275,MT241312,02/26,141.64,141.64,198.3,141.6,573,0,,6.0,6.0,0.0,2024-10-21,CASH40045,246,PR1,2425
   6517,230300213,11/25,41.0,41.0,45.8,43.0,577,0,,6.0,6.0,12.0,2024-10-21,CR2410,247,PR1,2425
   6518,FDDTI-005,01/26,9.45,9.45,12.5,10.45,578,0,,6.0,6.0,12.0,2024-10-21,CR2410,247,PR1,2425
   1893,0624442F32,06/26,120.54,120.54,1163.0,132.5,579,0,,6.0,6.0,12.0,2024-10-22,CCB16705,248,PR1,2425
   6220,V40082,01/26,198.0,198.0,1677.0,206.5,580,0,,6.0,6.0,0.0,2024-10-22,PENDING002,249,PR1,2425
   6220,V400107,01/26,180.0,180.0,1677.0,200.0,581,0,,6.0,6.0,0.0,2024-10-23,NCC/53300,250,PR1,2425
   6220,B300405,01/26,180.0,180.0,1677.0,200.0,582,0,,6.0,6.0,0.0,2024-10-23,NCC/53300,250,PR1,2425
   6220,B300405,06/25,180.0,180.0,1677.0,200.0,583,0,,6.0,6.0,0.0,2024-10-23,NCC/53300,250,PR1,2425
    456,M11022403A,12/26,1750.0,1750.0,3290.0,1804.2,584,0,,6.0,6.0,0.0,2024-10-24,PCM/9073,251,PR1,2425
    423,M1242403,01/26,5900.0,5900.0,9990.0,7500.0,585,0,,6.0,6.0,0.0,2024-10-22,CCB16705,248,PR1,2425
   2383,05240566,03/26,210.0,210.0,1200.0,225.0,586,0,,6.0,6.0,0.0,2024-10-25,PCM/9124,252,PR1,2425
   6519,N22AM24063,07/26,103.5,91.55,128.18,103.5,587,0,,6.0,6.0,12.0,2024-10-26,CASH41624,253,PR1,2425
   6520,F25X005,03/26,133.57,133.57,187.0,133.57,588,0,,6.0,6.0,12.0,2024-10-26,CASH41624,253,PR1,2425
   6303,18230466,07/26,81.12,81.12,113.57,81.12,589,0,,6.0,6.0,0.0,2024-10-26,AM/26073/24-25,254,PR1,2425
   2383,05240566,03/26,185.0,185.0,1200.0,225.0,592,0,,6.0,6.0,0.0,2024-10-27,NCC/54382,255,PR1,2425
    456,M11022403A,12/26,1600.0,1600.0,3290.0,1804.2,593,0,,6.0,6.0,0.0,2024-10-27,NCC/54382,255,PR1,2425
   6344,PO240034A,12/25,3480.0,3480.0,7592.2,4200.0,595,0,,6.0,6.0,12.0,2024-11-02,PCM/9447,257,PR1,2425
   6501,CPC23002,06/25,80.0,80.0,472.0,90.0,596,0,,6.0,6.0,12.0,2024-11-02,PCM/9447,257,PR1,2425
   6220,V400107,06/25,180.0,180.0,1677.0,200.0,599,0,,6.0,6.0,0.0,2024-11-04,NCC/56139,259,PR1,2425
